States,Years,Quarters,District,Transaction_count,Transaction_amount
Telangana,2018,4,kamareddy district,239765,478682154.98524994
Telangana,2018,4,mulugu district,64094,148653956.4218364
Telangana,2018,4,medchal malkajgiri district,4598129,7288821271.332444
Telangana,2018,4,karimnagar district,597642,1058366451.91861
Telangana,2018,4,mancherial district,335091,666703141.0461618
Telangana,2018,4,siddipet district,414378,824913162.382491
Telangana,2018,4,khammam district,462678,958128373.8025743
Telangana,2019,1,narayanpet district,174965,309771672.0671499
Telangana,2019,1,nalgonda district,995740,1769178906.714807
Telangana,2019,1,jangaon district,459535,666835161.5200422
Telangana,2019,1,bhadradri kothagudem district,584648,1347048006.2547
Telangana,2019,1,warangal rural district,543456,652015911.9018332
Telangana,2019,1,kumuram bheem asifabad district,162055,267180135.0513123
Telangana,2019,1,nizamabad district,705541,1347187035.361902
Telangana,2019,1,adilabad district,202558,363233268.9047559
Telangana,2019,1,rajanna sircilla district,336361,591748358.9669632
Telangana,2019,1,nagarkurnool district,394508,919667216.3119978
Telangana,2019,1,peddapalle district,670381,1232197525.065666
Telangana,2019,1,nirmal district,316131,513648129.4548651
Telangana,2019,1,mahabubabad district,367401,589964630.444792
Telangana,2019,1,sangareddy district,1782207,2801488635.4475703
Telangana,2019,1,wanaparthy district,256316,539178838.0241383
Telangana,2019,1,vikarabad district,339769,628307802.9188868
Telangana,2019,1,jagtial district,458055,774232192.3382726
Telangana,2019,1,yadadri bhuvanagiri district,650221,1153306717.151112
Telangana,2019,1,medak district,424439,604006323.838034
Telangana,2019,1,mahbubnagar district,505837,949702543.7309991
Telangana,2019,1,jaya shankar bhalupally district,271387,602186464.5833509
Telangana,2019,1,warangal urban district,1953906,2836690647.897726
Telangana,2019,1,rangareddy district,12952050,17677048557.63252
Telangana,2019,1,hyderabad district,24838664,34892156029.40753
Telangana,2019,1,suryapet district,570175,1022801622.5667241
Telangana,2019,1,jogulamba gadwal district,261453,415838239.1276528
Telangana,2019,1,kamareddy district,494329,728765333.386263
Telangana,2019,1,mulugu district,117826,286242139.7004626
Telangana,2019,1,medchal malkajgiri district,10127087,13392043971.075241
Telangana,2019,1,karimnagar district,1088155,1693944274.3067381
Telangana,2019,1,mancherial district,589535,1094451064.2941868
Telangana,2019,1,siddipet district,841516,1380114923.832825
Telangana,2019,1,khammam district,854495,1481079756.385542
Telangana,2019,2,narayanpet district,178965,419237051.78531796
Telangana,2019,2,nalgonda district,982589,2323581176.516111
Telangana,2019,2,jangaon district,451178,880333999.3660778
Telangana,2019,2,bhadradri kothagudem district,658827,1800936282.3850582
Telangana,2019,2,warangal rural district,525201,894990099.3555229
Telangana,2019,2,kumuram bheem asifabad district,146390,319016878.8360514
Telangana,2019,2,nizamabad district,782289,1812827883.320552
Telangana,2019,2,adilabad district,187419,451538835.9327014
Telangana,2019,2,rajanna sircilla district,311530,702215438.8801969
Telangana,2019,2,nagarkurnool district,427374,1115389468.3856611
Telangana,2019,2,peddapalle district,657490,1566326735.528246
Telangana,2019,2,nirmal district,237118,604053955.6960329
Telangana,2019,2,mahabubabad district,398457,820743447.1629949
Telangana,2019,2,sangareddy district,1920044,3684548498.973757
Telangana,2019,2,wanaparthy district,270228,701368465.7621387
Telangana,2019,2,vikarabad district,349574,741826384.7097802
Telangana,2019,2,jagtial district,424736,1013323553.163802
Telangana,2019,2,yadadri bhuvanagiri district,698908,1571831637.512603
Telangana,2019,2,medak district,415222,805791072.4725859
Telangana,2019,2,mahbubnagar district,550333,1270311793.6391451
Telangana,2019,2,jaya shankar bhalupally district,290519,779327294.8465207
Telangana,2019,2,warangal urban district,2185190,3832142348.1167383
Telangana,2019,2,rangareddy district,16348519,25359412038.382957
Telangana,2019,2,hyderabad district,43511186,73949377453.0185
Telangana,2019,2,suryapet district,565731,1389837609.216139
Telangana,2019,2,jogulamba gadwal district,250255,525141870.7237575
Telangana,2019,2,kamareddy district,454684,967447713.1913474
Telangana,2019,2,mulugu district,129404,357195912.4863805
Telangana,2019,2,medchal malkajgiri district,11891107,17462610963.47037
Telangana,2019,2,karimnagar district,1090639,2218679006.703639
Telangana,2019,2,mancherial district,571186,1433729477.429565
Telangana,2019,2,siddipet district,821209,1837834819.208163
Telangana,2019,2,khammam district,926878,2063514016.2549322
Telangana,2019,3,narayanpet district,247799,507773417.4610101
Telangana,2019,3,nalgonda district,1306394,2779870436.4339104
Telangana,2019,3,jangaon district,617113,1100060362.232588
Telangana,2019,3,bhadradri kothagudem district,950852,2217033879.641263
Telangana,2019,3,warangal rural district,777266,1188972512.9217641
Telangana,2019,3,kumuram bheem asifabad district,201674,415529444.8170771
Telangana,2019,3,nizamabad district,1143733,2214953316.8489103
Telangana,2019,3,adilabad district,253240,520200887.31998867
Telangana,2019,3,rajanna sircilla district,431892,866012869.1522946
Telangana,2019,3,nagarkurnool district,637843,1468968267.901211
Telangana,2019,3,peddapalle district,894357,1872281816.47437
Telangana,2019,3,nirmal district,396272,729433727.9040974
Telangana,2019,3,mahabubabad district,571751,1039765449.449596
Telangana,2019,3,sangareddy district,2699670,4722370404.5866785
Telangana,2019,3,wanaparthy district,346164,815418253.2839947
Telangana,2019,3,vikarabad district,481649,915569514.3744655
Telangana,2019,3,jagtial district,575677,1234356051.1108751
Telangana,2019,3,yadadri bhuvanagiri district,930865,1868628041.048559
Telangana,2019,3,medak district,533338,962334534.8570547
Telangana,2019,3,mahbubnagar district,783236,1631760142.94401
Telangana,2019,3,jaya shankar bhalupally district,430844,982616709.6752173
Telangana,2019,3,warangal urban district,3280635,5206094337.716869
Telangana,2019,3,rangareddy district,23655175,33663962263.15596
Telangana,2019,3,hyderabad district,55159072,96365182751.25804
Telangana,2019,3,suryapet district,716286,1573223461.2177022
Telangana,2019,3,jogulamba gadwal district,372312,743159787.4650824
Telangana,2019,3,kamareddy district,617048,1130608367.836775
Telangana,2019,3,mulugu district,184715,444083132.24720377
Telangana,2019,3,medchal malkajgiri district,17492750,23256556346.30645
Telangana,2019,3,karimnagar district,1604219,2911171015.4164953
Telangana,2019,3,mancherial district,772975,1753500369.2869582
Telangana,2019,3,siddipet district,1075629,2226176148.8370986
Telangana,2019,3,khammam district,1352931,2602393109.2431
Telangana,2019,4,narayanpet district,348020,781969185.7695559
Telangana,2019,4,nalgonda district,1934313,4432868129.214613
Telangana,2019,4,jangaon district,899519,1768140547.05079
Telangana,2019,4,bhadradri kothagudem district,1404330,3333736227.921642
Telangana,2019,4,warangal rural district,1122699,1916370719.945121
Telangana,2019,4,kumuram bheem asifabad district,315212,636251308.4070561
Telangana,2019,4,nizamabad district,1638281,3627249339.2387323
Telangana,2019,4,adilabad district,395004,791642341.6090925
Telangana,2019,4,rajanna sircilla district,600689,1301541778.6067421
Telangana,2019,4,nagarkurnool district,933585,2233923658.115257
Telangana,2019,4,peddapalle district,1360978,2960713411.626886
Telangana,2019,4,nirmal district,528301,1133229683.1589458
Telangana,2019,4,mahabubabad district,850549,1675353014.2975852
Telangana,2019,4,sangareddy district,3687957,6643761917.41535
Telangana,2019,4,wanaparthy district,507428,1216946623.313059
Telangana,2019,4,vikarabad district,688709,1424370972.654364
Telangana,2019,4,jagtial district,853526,1885810564.1351793
Telangana,2019,4,yadadri bhuvanagiri district,1376210,2917661179.13682
Telangana,2019,4,medak district,746346,1468382159.4114661
Telangana,2019,4,mahbubnagar district,1133602,2409813569.408011
Telangana,2019,4,jaya shankar bhalupally district,636364,1456148257.685816
Telangana,2019,4,warangal urban district,4698981,7877138784.222425
Telangana,2019,4,rangareddy district,31237803,44757331443.56837
Telangana,2019,4,hyderabad district,72987282,130230415629.3025
Telangana,2019,4,suryapet district,1055324,2378054140.977039
Telangana,2019,4,jogulamba gadwal district,521737,1114452481.268934
Telangana,2019,4,kamareddy district,896879,1897721264.830763
Telangana,2019,4,mulugu district,276728,653079691.2296635
Telangana,2019,4,medchal malkajgiri district,22999944,31417907129.79307
Telangana,2019,4,karimnagar district,2289360,4404111000.947509
Telangana,2019,4,mancherial district,1219849,2827258423.448954
Telangana,2019,4,siddipet district,1508776,3271349293.2839108
Telangana,2019,4,khammam district,1917973,3902061676.7459917
Telangana,2020,1,narayanpet district,455130,1067253461.191257
Telangana,2020,1,nalgonda district,2636023,6345459438.726553
Telangana,2020,1,jangaon district,1358798,2902674909.8656845
Telangana,2020,1,bhadradri kothagudem district,1849454,4548915939.10561
Telangana,2020,1,warangal rural district,1380277,2762397108.679994
Telangana,2020,1,kumuram bheem asifabad district,431200,924829748.6767044
Telangana,2020,1,nizamabad district,2202642,4951415940.342635
Telangana,2020,1,adilabad district,521578,1199179008.426102
Telangana,2020,1,rajanna sircilla district,771444,1821242659.873993
Telangana,2020,1,nagarkurnool district,1379087,3566283298.107549
Telangana,2020,1,peddapalle district,1794982,3975776398.2863264
Telangana,2020,1,nirmal district,654090,1616088714.4239542
Telangana,2020,1,mahabubabad district,1131336,2380623170.982039
Telangana,2020,1,sangareddy district,4610027,8691296108.435516
Telangana,2020,1,wanaparthy district,705583,1719603962.789602
Telangana,2020,1,vikarabad district,966022,2067670438.777204
Telangana,2020,1,jagtial district,1100444,2555776130.80616
Telangana,2020,1,yadadri bhuvanagiri district,1677327,3614895962.8076024
Telangana,2020,1,medak district,969091,1971427872.1806421
Telangana,2020,1,mahbubnagar district,1439754,3050397769.100156
Telangana,2020,1,jaya shankar bhalupally district,837146,2203226556.5045834
Telangana,2020,1,warangal urban district,6200767,12008422912.49641
Telangana,2020,1,rangareddy district,31802492,45881228273.95146
Telangana,2020,1,hyderabad district,94177232,183207208610.8178
Telangana,2020,1,suryapet district,1427044,3295595248.437059
Telangana,2020,1,jogulamba gadwal district,692408,1613421876.4137528
Telangana,2020,1,kamareddy district,1148492,2474184242.60747
Telangana,2020,1,mulugu district,436187,1155104119.6616402
Telangana,2020,1,medchal malkajgiri district,25458101,37404467180.931694
Telangana,2020,1,karimnagar district,3037633,6437076498.978258
Telangana,2020,1,mancherial district,1708111,4017582988.96637
Telangana,2020,1,siddipet district,1912271,4387174573.1338415
Telangana,2020,1,khammam district,2537352,5525879243.728758
Telangana,2020,2,narayanpet district,695607,1503742472.3621743
Telangana,2020,2,nalgonda district,3786127,8540610042.867538
Telangana,2020,2,jangaon district,1759512,3498060215.345204
Telangana,2020,2,bhadradri kothagudem district,2391943,5623659100.95859
Telangana,2020,2,warangal rural district,2026328,3918025398.086573
Telangana,2020,2,kumuram bheem asifabad district,589630,1322968097.13605
Telangana,2020,2,nizamabad district,2750473,6638415628.443302
Telangana,2020,2,adilabad district,680275,1524883392.405419
Telangana,2020,2,rajanna sircilla district,1005107,2223196910.7411313
Telangana,2020,2,nagarkurnool district,2065489,4460050448.486773
Telangana,2020,2,peddapalle district,2293157,4788894395.201496
Telangana,2020,2,nirmal district,835049,2145022169.015835
Telangana,2020,2,mahabubabad district,1721463,3572106362.348245
Telangana,2020,2,sangareddy district,4807036,8780427655.861984
Telangana,2020,2,wanaparthy district,1041972,2330763455.8468223
Telangana,2020,2,vikarabad district,1337076,2336128467.801978
Telangana,2020,2,jagtial district,1504160,3565039911.672269
Telangana,2020,2,yadadri bhuvanagiri district,2018354,4098335517.5745244
Telangana,2020,2,medak district,1281978,2500774235.3230863
Telangana,2020,2,mahbubnagar district,1726832,3401780719.062594
Telangana,2020,2,jaya shankar bhalupally district,1118207,2683325971.192736
Telangana,2020,2,warangal urban district,6239185,13617334891.58121
Telangana,2020,2,rangareddy district,18068048,31273545586.261528
Telangana,2020,2,hyderabad district,56374644,130820061488.3027
Telangana,2020,2,suryapet district,2070003,5008825032.281716
Telangana,2020,2,jogulamba gadwal district,960673,2414251006.8884635
Telangana,2020,2,kamareddy district,1588473,3530203792.277664
Telangana,2020,2,mulugu district,548767,1498496960.2545443
Telangana,2020,2,medchal malkajgiri district,17860704,29732057894.607742
Telangana,2020,2,karimnagar district,3030914,6621194087.94509
Telangana,2020,2,mancherial district,2131238,4472790687.891081
Telangana,2020,2,siddipet district,2417054,5240899389.901978
Telangana,2020,2,khammam district,3329665,7845967966.504283
Telangana,2020,3,narayanpet district,783327,1902627904.6224701
Telangana,2020,3,nalgonda district,5228596,12019426389.40329
Telangana,2020,3,jangaon district,2017277,4140321227.647342
Telangana,2020,3,bhadradri kothagudem district,3196550,7671316620.377354
Telangana,2020,3,warangal rural district,2344202,4962993534.951414
Telangana,2020,3,kumuram bheem asifabad district,769865,1675480569.699929
Telangana,2020,3,nizamabad district,3738711,8812060816.702126
Telangana,2020,3,adilabad district,897345,1988333702.679586
Telangana,2020,3,rajanna sircilla district,1341971,3102179679.4662027
Telangana,2020,3,nagarkurnool district,2457619,5813967118.645211
Telangana,2020,3,peddapalle district,3165247,6772933142.766051
Telangana,2020,3,nirmal district,1117211,3114725315.3894467
Telangana,2020,3,mahabubabad district,2057383,4294089771.5496726
Telangana,2020,3,sangareddy district,6800085,12980683896.97625
Telangana,2020,3,wanaparthy district,1234628,3016246622.662659
Telangana,2020,3,vikarabad district,1608742,3284049784.051024
Telangana,2020,3,jagtial district,2078603,5050134980.509495
Telangana,2020,3,yadadri bhuvanagiri district,2675838,5838319417.216424
Telangana,2020,3,medak district,1948206,4236040846.328572
Telangana,2020,3,mahbubnagar district,2371373,5055802636.647903
Telangana,2020,3,jaya shankar bhalupally district,1439193,3673328300.1233864
Telangana,2020,3,warangal urban district,7847624,17470830635.33442
Telangana,2020,3,rangareddy district,29573243,51787722036.04455
Telangana,2020,3,hyderabad district,99285803,228448742377.476
Telangana,2020,3,suryapet district,2745417,6451797391.596657
Telangana,2020,3,jogulamba gadwal district,1269849,3465592564.837216
Telangana,2020,3,kamareddy district,1931489,4253804723.600286
Telangana,2020,3,mulugu district,700289,1906993181.7619362
Telangana,2020,3,medchal malkajgiri district,28698311,48831695001.78223
Telangana,2020,3,karimnagar district,4242409,9665080706.228874
Telangana,2020,3,mancherial district,3056009,6633824054.497067
Telangana,2020,3,siddipet district,3137039,7015923741.021015
Telangana,2020,3,khammam district,4612672,10624076063.27388
Telangana,2020,4,narayanpet district,1122820,2835819720.016362
Telangana,2020,4,nalgonda district,7966177,19282405659.53585
Telangana,2020,4,jangaon district,3031598,6561515594.088474
Telangana,2020,4,bhadradri kothagudem district,5185352,12782078782.234621
Telangana,2020,4,warangal rural district,3301035,7061015635.913547
Telangana,2020,4,kumuram bheem asifabad district,1255788,2599620374.1924663
Telangana,2020,4,nizamabad district,5857682,15245199022.577251
Telangana,2020,4,adilabad district,1494484,3501126352.585686
Telangana,2020,4,rajanna sircilla district,2158748,5123169526.190012
Telangana,2020,4,nagarkurnool district,3613079,9022680672.803654
Telangana,2020,4,peddapalle district,5150603,10874763808.44168
Telangana,2020,4,nirmal district,1709052,4786165444.904333
Telangana,2020,4,mahabubabad district,2985467,6391599550.6383295
Telangana,2020,4,sangareddy district,11444304,22088541539.150494
Telangana,2020,4,wanaparthy district,1878120,4653274168.989356
Telangana,2020,4,vikarabad district,2521145,5380594708.229063
Telangana,2020,4,jagtial district,3204589,8148634697.350504
Telangana,2020,4,yadadri bhuvanagiri district,4445644,10126950083.3409
Telangana,2020,4,medak district,2913551,6627122841.862165
Telangana,2020,4,mahbubnagar district,3778283,8337765904.894909
Telangana,2020,4,jaya shankar bhalupally district,2144371,5358552576.958319
Telangana,2020,4,warangal urban district,11918795,25712185991.21158
Telangana,2020,4,rangareddy district,53405219,89256130453.08656
Telangana,2020,4,hyderabad district,117008707,243045184188.282
Telangana,2020,4,suryapet district,4322234,10332732240.89793
Telangana,2020,4,jogulamba gadwal district,1815083,4716814930.788985
Telangana,2020,4,kamareddy district,3045875,7470236114.994879
Telangana,2020,4,mulugu district,1080109,2751716832.141886
Telangana,2020,4,medchal malkajgiri district,49900746,81801106073.41167
Telangana,2020,4,karimnagar district,6853847,15369367186.015852
Telangana,2020,4,mancherial district,5086014,10978959291.40608
Telangana,2020,4,siddipet district,5009319,11662960489.77671
Telangana,2020,4,khammam district,7035947,16464448770.04725
Telangana,2021,1,narayanpet district,1167125,3310846779.258506
Telangana,2021,1,nalgonda district,8018559,19628854223.15605
Telangana,2021,1,jangaon district,3112444,6973669289.332453
Telangana,2021,1,bhadradri kothagudem district,5386614,13659056643.170391
Telangana,2021,1,warangal rural district,3145714,7121440709.901886
Telangana,2021,1,kumuram bheem asifabad district,1378555,3157992830.755361
Telangana,2021,1,nizamabad district,5831809,14665519256.295431
Telangana,2021,1,adilabad district,1676245,4215815167.2820115
Telangana,2021,1,rajanna sircilla district,2140974,5260861081.591413
Telangana,2021,1,nagarkurnool district,3694212,10257144532.35046
Telangana,2021,1,peddapalle district,5112755,10786831118.76783
Telangana,2021,1,nirmal district,1744066,5096550372.246415
Telangana,2021,1,mahabubabad district,2942202,6803110882.943872
Telangana,2021,1,sangareddy district,12350347,23546322114.76531
Telangana,2021,1,wanaparthy district,1880504,5057446529.389015
Telangana,2021,1,vikarabad district,2667959,6288645224.650791
Telangana,2021,1,jagtial district,3293619,8495922767.4980545
Telangana,2021,1,yadadri bhuvanagiri district,4682204,10482121487.11289
Telangana,2021,1,medak district,2852487,6251716708.054497
Telangana,2021,1,mahbubnagar district,4009637,9130053733.19393
Telangana,2021,1,jaya shankar bhalupally district,2105785,5545124764.41536
Telangana,2021,1,warangal urban district,13629397,28292658503.0281
Telangana,2021,1,rangareddy district,60675056,98883148961.30931
Telangana,2021,1,hyderabad district,169703372,316572388133.7874
Telangana,2021,1,suryapet district,4438459,11053139673.87052
Telangana,2021,1,jogulamba gadwal district,1749281,4982989534.247987
Telangana,2021,1,kamareddy district,2897037,7016072957.359795
Telangana,2021,1,mulugu district,1158750,3293242509.204965
Telangana,2021,1,medchal malkajgiri district,54854446,87516738646.29623
Telangana,2021,1,karimnagar district,6934134,15385243676.854752
Telangana,2021,1,mancherial district,5080342,11065632622.69674
Telangana,2021,1,siddipet district,5117034,11905435424.435379
Telangana,2021,1,khammam district,7140986,17657527187.36807
Telangana,2021,2,narayanpet district,1654354,4363288456.829842
Telangana,2021,2,nalgonda district,10161723,25305904142.33722
Telangana,2021,2,jangaon district,4101984,9097534046.327433
Telangana,2021,2,bhadradri kothagudem district,6854796,16726841230.68533
Telangana,2021,2,warangal rural district,4096643,9608357753.675694
Telangana,2021,2,kumuram bheem asifabad district,1750108,3616140631.829226
Telangana,2021,2,nizamabad district,7753597,21755545090.473732
Telangana,2021,2,adilabad district,2085591,4963034633.522783
Telangana,2021,2,rajanna sircilla district,2831321,6928172010.622464
Telangana,2021,2,nagarkurnool district,4876420,12210795742.45466
Telangana,2021,2,peddapalle district,6670402,14414394127.10738
Telangana,2021,2,nirmal district,2400460,7249341788.021781
Telangana,2021,2,mahabubabad district,3894628,9057754916.76895
Telangana,2021,2,sangareddy district,14851128,28799723416.878315
Telangana,2021,2,wanaparthy district,2603925,6670336828.621042
Telangana,2021,2,vikarabad district,3556227,7761185953.963232
Telangana,2021,2,jagtial district,4428112,12612225820.95034
Telangana,2021,2,yadadri bhuvanagiri district,5848194,13244058903.99631
Telangana,2021,2,medak district,3415198,7629372343.577743
Telangana,2021,2,mahbubnagar district,5064194,11391442175.38967
Telangana,2021,2,jaya shankar bhalupally district,2675877,6859770059.0154085
Telangana,2021,2,warangal urban district,15534189,35324332007.025024
Telangana,2021,2,rangareddy district,63155281,113987187628.9388
Telangana,2021,2,hyderabad district,212326623,424872741465.1369
Telangana,2021,2,suryapet district,6058271,15856636127.353401
Telangana,2021,2,jogulamba gadwal district,2339787,6421818499.090552
Telangana,2021,2,kamareddy district,3927221,10042472983.43782
Telangana,2021,2,mulugu district,1462923,4115582609.583652
Telangana,2021,2,medchal malkajgiri district,58755991,102864360004.6802
Telangana,2021,2,karimnagar district,8548354,20534233590.75627
Telangana,2021,2,mancherial district,6439833,13999260362.65354
Telangana,2021,2,siddipet district,6647863,15903147261.01064
Telangana,2021,2,khammam district,9096326,23771340184.86827
Telangana,2021,3,narayanpet district,1866231,4774940526.25939
Telangana,2021,3,nalgonda district,11844124,26760618927.739132
Telangana,2021,3,jangaon district,4543161,9323782160.14939
Telangana,2021,3,bhadradri kothagudem district,8176066,18135807092.89858
Telangana,2021,3,warangal rural district,4443014,9287949664.120619
Telangana,2021,3,kumuram bheem asifabad district,2106478,3942987886.809449
Telangana,2021,3,nizamabad district,9331288,22809748582.05933
Telangana,2021,3,adilabad district,2630821,5478367906.889687
Telangana,2021,3,rajanna sircilla district,3381445,7695820233.395802
Telangana,2021,3,nagarkurnool district,5674815,13208290733.93599
Telangana,2021,3,peddapalle district,7647792,15215632332.16623
Telangana,2021,3,nirmal district,2881221,7695725936.471862
Telangana,2021,3,mahabubabad district,4261138,8803059150.714489
Telangana,2021,3,sangareddy district,18758999,33876669677.960114
Telangana,2021,3,wanaparthy district,2940519,7211167470.111839
Telangana,2021,3,vikarabad district,4239647,8826445969.78196
Telangana,2021,3,jagtial district,5294868,13500491629.987581
Telangana,2021,3,yadadri bhuvanagiri district,6990011,14856731507.02387
Telangana,2021,3,medak district,3824263,7874530429.994419
Telangana,2021,3,mahbubnagar district,6305580,13292231448.18718
Telangana,2021,3,jaya shankar bhalupally district,3033601,7101185779.855804
Telangana,2021,3,warangal urban district,20050897,41422180516.837814
Telangana,2021,3,rangareddy district,87884143,147772047919.1404
Telangana,2021,3,hyderabad district,262028284,479343321365.3725
Telangana,2021,3,suryapet district,7084587,16323643910.434511
Telangana,2021,3,jogulamba gadwal district,2868741,7342093816.797329
Telangana,2021,3,kamareddy district,4500228,9913123880.150501
Telangana,2021,3,mulugu district,1650210,4101683407.368558
Telangana,2021,3,medchal malkajgiri district,79514766,130838255095.6952
Telangana,2021,3,karimnagar district,10704240,23540118368.01108
Telangana,2021,3,mancherial district,7689749,15494076002.53145
Telangana,2021,3,siddipet district,7797337,17131036339.07397
Telangana,2021,3,khammam district,10938504,25395360624.33412
Telangana,2021,4,narayanpet district,2282965,5838076193.554828
Telangana,2021,4,nalgonda district,14645444,33883155723.957203
Telangana,2021,4,jangaon district,5473214,11362332498.24181
Telangana,2021,4,bhadradri kothagudem district,10121890,22567782620.24101
Telangana,2021,4,warangal rural district,5340764,11031577612.931108
Telangana,2021,4,kumuram bheem asifabad district,2622817,4842428620.143704
Telangana,2021,4,nizamabad district,12113902,31740368651.355698
Telangana,2021,4,adilabad district,3432958,7165446341.19846
Telangana,2021,4,rajanna sircilla district,4250102,9967799307.03175
Telangana,2021,4,nagarkurnool district,6870712,16125729170.095072
Telangana,2021,4,peddapalle district,9303742,18789687776.65618
Telangana,2021,4,nirmal district,3762262,10108069725.92414
Telangana,2021,4,mahabubabad district,5140128,10537179557.287458
Telangana,2021,4,sangareddy district,23598968,43773604056.36642
Telangana,2021,4,wanaparthy district,3681940,8637954228.043968
Telangana,2021,4,vikarabad district,5428281,11135599548.66633
Telangana,2021,4,jagtial district,6608911,17110347754.19367
Telangana,2021,4,yadadri bhuvanagiri district,8618815,18491066294.29535
Telangana,2021,4,medak district,4942024,10748306259.23792
Telangana,2021,4,mahbubnagar district,7948433,16922744330.353771
Telangana,2021,4,jaya shankar bhalupally district,3598414,7906894768.33612
Telangana,2021,4,warangal urban district,24530882,50725020756.70878
Telangana,2021,4,rangareddy district,111354739,188838966046.1351
Telangana,2021,4,hyderabad district,325636475,582079170534.0186
Telangana,2021,4,suryapet district,8746371,20490140341.43847
Telangana,2021,4,jogulamba gadwal district,3475042,8363108584.318649
Telangana,2021,4,kamareddy district,5852557,14019170118.571508
Telangana,2021,4,mulugu district,2002635,4656636196.093929
Telangana,2021,4,medchal malkajgiri district,98780634,164568262330.0623
Telangana,2021,4,karimnagar district,13040240,29149229156.48455
Telangana,2021,4,mancherial district,9454805,18941077302.15672
Telangana,2021,4,siddipet district,9904471,21996052788.69565
Telangana,2021,4,khammam district,13424236,31245204308.11756
Telangana,2022,1,narayanpet district,2758911,7151473315.411451
Telangana,2022,1,nalgonda district,17014104,39284842780.64408
Telangana,2022,1,jangaon district,6272901,13092572660.901508
Telangana,2022,1,bhadradri kothagudem district,11205856,25370868701.81379
Telangana,2022,1,warangal rural district,6150545,13344851727.84446
Telangana,2022,1,kumuram bheem asifabad district,2974932,5793481590.487395
Telangana,2022,1,nizamabad district,13749642,33996713436.01553
Telangana,2022,1,adilabad district,4070616,8595611704.767036
Telangana,2022,1,rajanna sircilla district,4899037,11337042428.250381
Telangana,2022,1,nagarkurnool district,8134709,19698635871.63956
Telangana,2022,1,peddapalle district,10330840,20671229116.26508
Telangana,2022,1,nirmal district,4497647,12055501321.775171
Telangana,2022,1,mahabubabad district,5919451,12694323911.33902
Telangana,2022,1,sangareddy district,27250369,50754041229.75235
Telangana,2022,1,wanaparthy district,4303823,10471886396.51953
Telangana,2022,1,vikarabad district,6463353,13753017142.47531
Telangana,2022,1,jagtial district,7599529,19792335843.19115
Telangana,2022,1,yadadri bhuvanagiri district,9901695,21558326704.74961
Telangana,2022,1,medak district,5651890,11841334266.66701
Telangana,2022,1,mahbubnagar district,9243634,19752565211.19363
Telangana,2022,1,jaya shankar bhalupally district,4079946,9295064923.502977
Telangana,2022,1,warangal urban district,27504554,56954288260.23642
Telangana,2022,1,rangareddy district,127675017,216609881380.40097
Telangana,2022,1,hyderabad district,372711414,661512502141.0775
Telangana,2022,1,suryapet district,10201103,23321415932.68684
Telangana,2022,1,jogulamba gadwal district,3961470,10094399207.82571
Telangana,2022,1,kamareddy district,6663659,15293088688.46609
Telangana,2022,1,mulugu district,2589325,6575024639.126174
Telangana,2022,1,medchal malkajgiri district,110893187,185168270983.386
Telangana,2022,1,karimnagar district,14698433,32332888869.97381
Telangana,2022,1,mancherial district,10350779,21171437142.030117
Telangana,2022,1,siddipet district,11464769,25404779557.018032
Telangana,2022,1,khammam district,15266245,35894472741.54594
Telangana,2022,2,narayanpet district,3197626,7716014147.238309
Telangana,2022,2,nalgonda district,19977314,44558915742.72007
Telangana,2022,2,jangaon district,7231360,14919993685.003801
Telangana,2022,2,bhadradri kothagudem district,12778081,28087468534.11158
Telangana,2022,2,warangal rural district,6842881,14387372670.720762
Telangana,2022,2,kumuram bheem asifabad district,3332600,6154185695.946732
Telangana,2022,2,nizamabad district,16389018,40970987322.05723
Telangana,2022,2,adilabad district,4656805,9736796196.875732
Telangana,2022,2,rajanna sircilla district,5764243,12736454285.691809
Telangana,2022,2,nagarkurnool district,9122281,20244396068.00873
Telangana,2022,2,peddapalle district,11850597,23425044524.59683
Telangana,2022,2,nirmal district,5225334,13791958003.8942
Telangana,2022,2,mahabubabad district,6638916,13720828408.506
Telangana,2022,2,sangareddy district,32680472,59585382581.450325
Telangana,2022,2,wanaparthy district,4966803,11044991789.46262
Telangana,2022,2,vikarabad district,7440634,14492482417.546562
Telangana,2022,2,jagtial district,8877101,22246967385.143482
Telangana,2022,2,yadadri bhuvanagiri district,11567957,24184571828.81407
Telangana,2022,2,medak district,6738825,13698209529.952541
Telangana,2022,2,mahbubnagar district,10705223,21963911808.55831
Telangana,2022,2,jaya shankar bhalupally district,4528732,9634073658.277472
Telangana,2022,2,warangal urban district,32791256,66551476649.13394
Telangana,2022,2,rangareddy district,161888380,267052522620.5145
Telangana,2022,2,hyderabad district,446470234,775908693266.7236
Telangana,2022,2,suryapet district,11843388,27017582889.584778
Telangana,2022,2,jogulamba gadwal district,4701957,11410519590.19461
Telangana,2022,2,kamareddy district,7702879,17239444873.959072
Telangana,2022,2,mulugu district,2656701,6165943180.178967
Telangana,2022,2,medchal malkajgiri district,134114768,221257316347.7198
Telangana,2022,2,karimnagar district,17621343,38465054891.36155
Telangana,2022,2,mancherial district,11792212,23483426061.33163
Telangana,2022,2,siddipet district,13598517,29087166428.464252
Telangana,2022,2,khammam district,17688119,40474391433.331055
Telangana,2022,3,narayanpet district,3149412,7372511545.846636
